aiA,Borys Lang,Attack Helicopter,manymagpie,moonmoth,user,,
34,0.143712166,0.604148366,0.10668056,0.145458908,nationalyuity,,
35,0.914309972,0.028107796,0.027547732,0.030034501,koolkapel,,
36,0.014727283,0.37983914,0.493653173,0.111780405,anklefuvet,,
37,0.018325508,0.582658664,0.275210867,0.123804961,nationalyuity,,
38,0.017818363,0.59922728,0.285763776,0.097190581,nationalyuity,,
39,0.015334822,0.497844451,0.363547335,0.123273393,nationalyuity,,
40,0.630672727,0.086536804,0.082326275,0.200464194,koolkapel,,
41,0.088602271,0.192148355,0.573636906,0.145612467,anklefuvet,,
42,0.045906164,0.84261393,0.062022433,0.049457473,nationalyuity,,
43,0.091917999,0.567218704,0.160121708,0.180741588,nationalyuity,,
44,0.072135998,0.199213505,0.614516133,0.114134364,anklefuvet,,
45,0.060916779,0.490328247,0.347923318,0.100831657,nationalyuity,,
46,0.088062347,0.685897955,0.107695034,0.118344664,nationalyuity,,
47,0.424935481,0.074004127,0.422783523,0.078276869,koolkapel,,
48,0.209345546,0.366735417,0.368520366,0.05539867,nationalyuity,,
49,0.10525602,0.653856773,0.210420022,0.030467184,anklefuvet,,
50,0.138485141,0.224693194,0.570989233,0.065832432,anklefuvet,,
51,0.297922604,0.466780939,0.165564107,0.06973235,nationalyuity,,
52,0.376357968,0.404821863,0.164162816,0.054657353,koolkapel,,
53,0.422863968,0.303294364,0.068553539,0.205288129,copperbrilly,,
54,0.210482394,0.423302852,0.103556694,0.26265806,nationalyuity,,
55,0.212035776,0.116302956,0.071346002,0.600315266,koolkapel,,
56,0.259097096,0.407971205,0.094642076,0.238289622,nationalyuity,,
57,0.336987869,0.429033472,0.074000603,0.159978055,koolkapel,,
58,0.25320944,0.328605794,0.091538104,0.326646661,copperbrilly,,
59,0.214799487,0.516259703,0.087827006,0.181113804,nationalyuity,,
60,0.076253459,0.33994714,0.480453762,0.103345639,nationalyuity,,
61,0.155967338,0.389925012,0.146961935,0.307145715,nationalyuity,,
62,0.31057041,0.143440369,0.445465774,0.100523447,koolkapel,,
children_devicesP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,0.138022881,0.861977119,0,0,nationalyuity,,
2,0.269330573,0.730669427,0,0,nationalyuity,,
3,0.556192306,0.11837455,0.325433144,0,anklefuvet,,
4,0.220086969,0.583862835,0.196050196,0,nationalyuity,,
5,0.308117157,0.433290859,0.258591984,0,nationalyuity,,
6,0.691161088,0.175575866,0.133263046,0,koolkapel,,
7,0.153487233,0.089644129,0.078549861,0.678318777,copperbrilly,,
8,0.251849387,0.100484122,0.504521866,0.143144625,anklefuvet,,
9,0.09304028,0.735305251,0.096299177,0.075355292,nationalyuity,,
10,0.222440784,0.059303722,0.140468884,0.57778661,copperbrilly,,
11,0.119462035,0.641966288,0.14030962,0.098262057,nationalyuity,,
12,0.396858796,0.065649202,0.107601916,0.429890086,koolkapel,,
13,0.247114438,0.092290874,0.475020291,0.185574396,anklefuvet,,
14,0.173179716,0.085429751,0.552655713,0.18873482,anklefuvet,,
15,0.136997358,0.658122609,0.08447653,0.120403502,nationalyuity,,
16,0.17758487,0.532724501,0.128768268,0.160922362,nationalyuity,,
17,0.15778156,0.450875227,0.222677136,0.168666077,nationalyuity,,
18,0.553330986,0.125362183,0.104328738,0.216978093,koolkapel,,
19,0.293003547,0.462730256,0.088526417,0.15573978,nationalyuity,,
20,0.698638637,0.116966488,0.087089563,0.097305312,koolkapel,,
21,0.055889615,0.581572996,0.241506744,0.121030646,nationalyuity,,
22,0.064403506,0.445498966,0.256104062,0.233993465,nationalyuity,,
23,0.045588626,0.349610923,0.472561515,0.132238937,nationalyuity,,
24,0.050990499,0.444204559,0.36964383,0.135161112,nationalyuity,,
25,0.195537184,0.100728074,0.595796873,0.107937869,anklefuvet,,
26,0.071838688,0.088616649,0.076323388,0.763221275,copperbrilly,,
27,0.161582332,0.524198773,0.258802871,0.055416024,nationalyuity,,
28,0.102638224,0.650801068,0.117450924,0.129109784,nationalyuity,,
29,0.111948536,0.61253809,0.198257367,0.077256008,nationalyuity,,
30,0.110877853,0.133762392,0.638674512,0.116685243,anklefuvet,,
31,0.34311299,0.50576242,0.100394603,0.050729987,nationalyuity,,
32,0.089536787,0.72934,0.096864968,0.084258244,nationalyuity,,
33,0.077272102,0.088544015,0.150435745,0.683748138,copperbrilly,,
34,0.116674766,0.648100716,0.130178066,0.105046452,nationalyuity,,
35,0.752294476,0.069242475,0.076501139,0.10196191,koolkapel,,
36,0.042556808,0.381700864,0.499613525,0.076128803,anklefuvet,,
37,0.029443946,0.346318276,0.572412904,0.051824875,nationalyuity,,
38,0.044066655,0.584093683,0.297102357,0.074737305,nationalyuity,,
39,0.043520342,0.527659384,0.355780855,0.073039419,nationalyuity,,
40,0.68735692,0.110440711,0.099072871,0.103129497,koolkapel,,
41,0.149474521,0.171887964,0.606132136,0.072505379,anklefuvet,,
42,0.098590704,0.762070548,0.075052687,0.064286062,nationalyuity,,
43,0.107032675,0.621619469,0.17551574,0.095832116,nationalyuity,,
44,0.077850798,0.240301932,0.602075718,0.079771553,anklefuvet,,
45,0.075581186,0.522440922,0.315222856,0.086755036,nationalyuity,,
46,0.25854637,0.548309085,0.091934999,0.101209546,nationalyuity,,
47,0.44506817,0.085477016,0.404824326,0.064630487,koolkapel,,
48,0.209876022,0.37461165,0.370430167,0.045082161,nationalyuity,,
49,0.052152886,0.83966715,0.096752667,0.011427297,anklefuvet,,
50,0.133259418,0.217331871,0.591102961,0.05830575,anklefuvet,,
51,0.279647661,0.493365422,0.163633252,0.063353665,nationalyuity,,
52,0.356983595,0.467255248,0.132541898,0.043219258,koolkapel,,
53,0.414072062,0.346157947,0.056118261,0.18365173,copperbrilly,,
54,0.224457272,0.457027821,0.09943153,0.219083378,nationalyuity,,
55,0.308505226,0.158661516,0.09493687,0.437896388,koolkapel,,
56,0.270790854,0.429020988,0.092899758,0.2072884,nationalyuity,,
57,0.354140506,0.396795182,0.075018269,0.174046042,koolkapel,,
58,0.253926835,0.256252902,0.103862732,0.385957531,copperbrilly,,
59,0.299238962,0.448956835,0.076742373,0.17506183,nationalyuity,,
60,0.082561078,0.335411194,0.467993879,0.114033849,nationalyuity,,
61,0.156720531,0.337707315,0.114459313,0.391112841,nationalyuity,,
62,0.313061919,0.135749505,0.452057108,0.099131467,koolkapel,,
children_devicesP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,0.134273008,0.865726992,0,0,nationalyuity,,
2,0.268316879,0.731683121,0,0,nationalyuity,,
3,0.362262038,0.185389335,0.452348628,0,anklefuvet,,
4,0.200360209,0.569372036,0.230267755,0,nationalyuity,,
5,0.277622612,0.457979006,0.264398381,0,nationalyuity,,
6,0.694736966,0.168418355,0.136844679,0,koolkapel,,
7,0.09804737,0.07207008,0.066806998,0.763075552,copperbrilly,,
8,0.130902556,0.129305199,0.679662699,0.060129546,anklefuvet,,
9,0.10664401,0.65446371,0.182640838,0.056251442,nationalyuity,,
10,0.148499586,0.086688308,0.15035806,0.614454047,copperbrilly,,
11,0.117020788,0.633244115,0.141927452,0.107807644,nationalyuity,,
12,0.616655031,0.087494448,0.103325939,0.192524581,koolkapel,,
13,0.258145899,0.080808195,0.52388695,0.137158955,anklefuvet,,
14,0.163221922,0.076681893,0.547284032,0.212812154,anklefuvet,,
15,0.097506895,0.729509186,0.081587879,0.09139604,nationalyuity,,
16,0.336459512,0.463402859,0.097497811,0.102639818,nationalyuity,,
17,0.274745786,0.403714501,0.181867285,0.139672427,nationalyuity,,
18,0.572514252,0.156603648,0.116335495,0.154546605,koolkapel,,
19,0.255186994,0.499901405,0.092480104,0.152431496,nationalyuity,,
20,0.628119169,0.176820156,0.081155169,0.113905506,koolkapel,,
21,0.058187231,0.584693262,0.235199607,0.1219199,nationalyuity,,
22,0.085538644,0.496128177,0.187552574,0.230780605,nationalyuity,,
23,0.054904869,0.383213585,0.331032635,0.23084891,nationalyuity,,
24,0.059580475,0.437138004,0.324397896,0.178883626,nationalyuity,,
25,0.170598387,0.118598362,0.57178043,0.139022821,anklefuvet,,
26,0.179657582,0.104815264,0.16074238,0.554784774,copperbrilly,,
27,0.108454945,0.394030701,0.379614535,0.117899819,nationalyuity,,
28,0.13851674,0.414599098,0.20894532,0.237938842,nationalyuity,,
29,0.104180188,0.491255089,0.270058886,0.134505837,nationalyuity,,
30,0.097851214,0.125316473,0.667421194,0.10941112,anklefuvet,,
31,0.177031265,0.629782019,0.081619062,0.111567654,nationalyuity,,
32,0.092743029,0.693001768,0.082998669,0.131256534,nationalyuity,,
33,0.263162074,0.095889437,0.091827767,0.549120722,copperbrilly,,
34,0.118015811,0.588199147,0.094934663,0.198850379,nationalyuity,,
35,0.909896483,0.029648777,0.030136598,0.030318142,koolkapel,,
36,0.017170942,0.331118975,0.523099241,0.128610841,anklefuvet,,
37,0.017048906,0.502052357,0.375388052,0.105510685,nationalyuity,,
38,0.018700517,0.577743314,0.296504623,0.107051546,nationalyuity,,
39,0.012341101,0.369369045,0.523091508,0.095198346,nationalyuity,,
40,0.6867607,0.092646169,0.087057926,0.133535205,koolkapel,,
41,0.158702765,0.127734568,0.572603296,0.14095937,anklefuvet,,
42,0.08863934,0.712676224,0.105746733,0.092937703,nationalyuity,,
43,0.080437175,0.546776601,0.124897201,0.247889023,nationalyuity,,
44,0.067213797,0.21900637,0.589357763,0.124422069,anklefuvet,,
45,0.056220289,0.448260396,0.376464258,0.119055058,nationalyuity,,
46,0.102042536,0.437623804,0.075701866,0.384631795,nationalyuity,,
47,0.45479408,0.096180433,0.334086671,0.114938816,koolkapel,,
48,0.17727453,0.392370222,0.365121334,0.065233914,nationalyuity,,
49,0.061131911,0.769068322,0.146284394,0.023515372,anklefuvet,,
50,0.125389966,0.217698213,0.586669582,0.070242239,anklefuvet,,
51,0.279079148,0.482170055,0.152922349,0.085828449,nationalyuity,,
52,0.352950806,0.450953492,0.140011634,0.056084068,koolkapel,,
53,0.354448472,0.332899046,0.074443856,0.238208627,copperbrilly,,
54,0.228642025,0.435588741,0.097824584,0.237944651,nationalyuity,,
55,0.295279563,0.191058,0.088715233,0.424947204,koolkapel,,
56,0.254441631,0.433381788,0.091688696,0.220487885,nationalyuity,,
57,0.432675227,0.294296478,0.089988799,0.183039496,koolkapel,,
58,0.204795659,0.311809203,0.103058349,0.380336788,copperbrilly,,
59,0.221333949,0.505028853,0.0838748,0.189762398,nationalyuity,,
60,0.07929222,0.338257274,0.475608793,0.106841713,nationalyuity,,
61,0.15892576,0.376692647,0.132191187,0.332190406,nationalyuity,,
62,0.311171713,0.142006551,0.447216237,0.099605499,koolkapel,,
children_devicesP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,0.138025426,0.861974574,0,0,nationalyuity,,
2,0.242633145,0.757366855,0,0,nationalyuity,,
3,0.312582243,0.192797677,0.49462008,0,anklefuvet,,
4,0.197386607,0.552767315,0.249846078,0,nationalyuity,,
5,0.345046848,0.444408641,0.210544511,0,nationalyuity,,
6,0.684302047,0.168193792,0.147504161,0,koolkapel,,
7,0.134155875,0.080015938,0.079746296,0.70608189,copperbrilly,,
8,0.160474641,0.124970301,0.627840509,0.086714548,anklefuvet,,
9,0.137975645,0.5819604,0.124506329,0.155557627,nationalyuity,,
10,0.249281374,0.087635865,0.118746206,0.544336555,copperbrilly,,
11,0.21276267,0.53851223,0.102677696,0.146047403,nationalyuity,,
12,0.257124574,0.066939398,0.057228231,0.618707797,koolkapel,,
13,0.193714539,0.123659544,0.513360373,0.169265543,anklefuvet,,
14,0.193963125,0.083462704,0.522648843,0.199925329,anklefuvet,,
15,0.115828881,0.688941714,0.08200936,0.113220045,nationalyuity,,
16,0.241982501,0.445555474,0.112117511,0.200344514,nationalyuity,,
17,0.224186189,0.357754984,0.208978998,0.209079829,nationalyuity,,
18,0.564984478,0.161272411,0.114933917,0.158809194,koolkapel,,
19,0.376627882,0.418378573,0.080429166,0.124564379,nationalyuity,,
20,0.716100704,0.121464707,0.077986819,0.08444777,koolkapel,,
21,0.052922351,0.580023149,0.244010317,0.123044182,nationalyuity,,
22,0.050971874,0.438555368,0.24669604,0.263776718,nationalyuity,,
23,0.047489888,0.444661971,0.295268881,0.21257926,nationalyuity,,
24,0.044591269,0.427537133,0.356479746,0.171391852,nationalyuity,,
25,0.118394678,0.104299527,0.644459058,0.132846738,anklefuvet,,
26,0.084960395,0.125540985,0.155607932,0.633890688,copperbrilly,,
27,0.065662414,0.563279037,0.149586344,0.221472205,nationalyuity,,
28,0.070564968,0.478390937,0.282303316,0.168740778,nationalyuity,,
29,0.056474364,0.431645296,0.119264649,0.39261569,nationalyuity,,
30,0.09295376,0.151553349,0.559543315,0.195949576,anklefuvet,,
31,0.062690108,0.506984179,0.159285304,0.271040409,nationalyuity,,
32,0.076820671,0.690059934,0.095578738,0.137540657,nationalyuity,,
33,0.077238479,0.091991003,0.181790832,0.648979685,copperbrilly,,
34,0.086987279,0.683630324,0.127773863,0.101608534,nationalyuity,,
35,0.903653142,0.029647709,0.03339911,0.033300039,koolkapel,,
36,0.021987856,0.220350126,0.642359036,0.115302983,anklefuvet,,
37,0.013624054,0.389240635,0.525046705,0.072088606,nationalyuity,,
38,0.019338583,0.578844992,0.320577427,0.081238997,nationalyuity,,
39,0.013878955,0.401666533,0.502090629,0.082363883,nationalyuity,,
40,0.629431668,0.092551731,0.082700583,0.195316018,koolkapel,,
41,0.119769607,0.188706298,0.550551127,0.140972967,anklefuvet,,
42,0.054327782,0.831959447,0.063242844,0.050469927,nationalyuity,,
43,0.096808134,0.526096984,0.215673498,0.161421384,nationalyuity,,
44,0.075310052,0.187106462,0.639413963,0.098169523,anklefuvet,,
45,0.070550307,0.52374074,0.317366677,0.088342275,nationalyuity,,
46,0.146476917,0.614092578,0.107953955,0.13147655,nationalyuity,,
47,0.431761986,0.089648719,0.409510217,0.069079078,koolkapel,,
48,0.185680084,0.372540546,0.392084408,0.049694963,nationalyuity,,
49,0.081551776,0.742429468,0.155536528,0.020482228,anklefuvet,,
50,0.129372046,0.225099653,0.583282859,0.062245442,anklefuvet,,
51,0.29951199,0.478189272,0.15673225,0.065566488,nationalyuity,,
52,0.367216339,0.444927082,0.137359314,0.050497266,koolkapel,,
53,0.329413469,0.399569867,0.063909461,0.207107203,copperbrilly,,
54,0.239890684,0.40553097,0.092234825,0.262343521,nationalyuity,,
55,0.271602895,0.181021499,0.082634019,0.464741586,koolkapel,,
56,0.187995399,0.515335837,0.10151569,0.195153074,nationalyuity,,
57,0.415518035,0.247127169,0.091400103,0.245954693,koolkapel,,
58,0.351936799,0.1781799,0.096458135,0.373425167,copperbrilly,,
59,0.269565884,0.470255375,0.080355192,0.17982355,nationalyuity,,
60,0.084851999,0.338089428,0.473996949,0.103061624,nationalyuity,,
61,0.200014546,0.391956803,0.1380904,0.269938252,nationalyuity,,
62,0.314528489,0.137423913,0.458813195,0.089234403,koolkapel,,
ketchup_vs_mustardP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,1,0,0,0,koolkapel,,
2,0.321097033,0.678902967,0,0,nationalyuity,,
3,0.58564333,0.13504471,0.27931196,0,anklefuvet,,
4,0.432965736,0.280574627,0.286459637,0,koolkapel,,
5,0.192413132,0.597189627,0.210397241,0,nationalyuity,,
6,0.118791606,0.230656327,0.650552067,0,anklefuvet,,
7,0.670270337,0.215762706,0.113966957,0,koolkapel,,
8,0.188331003,0.732598508,0.079070489,0,nationalyuity,,
9,0.555075922,0.377723441,0.067200638,0,nationalyuity,,
10,0.583496168,0.261055062,0.15544877,0,koolkapel,,
11,0.586065742,0.337779809,0.076154449,0,nationalyuity,,
12,0.242828789,0.460557886,0.296613325,0,anklefuvet,,
13,0.342717481,0.444019353,0.213263167,0,nationalyuity,,
14,0.654912934,0.142931845,0.202155222,0,koolkapel,,
15,0.140161385,0.139508195,0.274441881,0.445888539,copperbrilly,,
16,0.273309642,0.508683615,0.138141785,0.079864958,koolkapel,,
17,0.143710447,0.417769354,0.269336919,0.169183281,nationalyuity,,
18,0.126135802,0.234741841,0.485975706,0.153146652,anklefuvet,,
19,0.356864,0.249512297,0.247078329,0.146545374,koolkapel,,
20,0.105667114,0.675379992,0.124419535,0.094533359,nationalyuity,,
21,0.162969964,0.486986441,0.194716139,0.155327456,nationalyuity,,
22,0.556524784,0.107368098,0.159998339,0.176108779,koolkapel,,
23,0.100684133,0.296142619,0.411280739,0.19189251,anklefuvet,,
24,0.092909931,0.510517474,0.260779199,0.135793395,nationalyuity,,
25,0.0879456,0.570706124,0.211552156,0.12979612,nationalyuity,,
26,0.663502982,0.131127964,0.105457409,0.099911644,koolkapel,,
27,0.050052876,0.374787186,0.403400673,0.171759265,nationalyuity,,
28,0.058794272,0.124910323,0.682967078,0.133328326,anklefuvet,,
29,0.431271594,0.274186295,0.098319903,0.196222208,koolkapel,,
30,0.214702136,0.515251675,0.07812482,0.19192137,nationalyuity,,
31,0.514570094,0.119544013,0.20608471,0.159801183,koolkapel,,
32,0.092083582,0.713899591,0.071888359,0.122128468,nationalyuity,,
33,0.350618078,0.4067831,0.126115902,0.11648292,nationalyuity,,
ketchup_vs_mustardP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,1,0,0,0,koolkapel,,
2,0.324477128,0.675522872,0,0,nationalyuity,,
3,0.430727655,0.214725001,0.354547343,0,anklefuvet,,
4,0.436224757,0.255700928,0.308074315,0,koolkapel,,
5,0.193122969,0.585489332,0.2213877,0,nationalyuity,,
6,0.119386527,0.236061407,0.644552065,0,anklefuvet,,
7,0.676738684,0.205816457,0.117444859,0,koolkapel,,
8,0.247080329,0.671639706,0.081279965,0,nationalyuity,,
9,0.454922715,0.459122675,0.08595461,0,nationalyuity,,
10,0.56796788,0.26859547,0.16343665,0,koolkapel,,
11,0.468384478,0.429810426,0.101805096,0,nationalyuity,,
12,0.279071092,0.336038567,0.384890341,0,anklefuvet,,
13,0.375511745,0.418998484,0.205489771,0,nationalyuity,,
14,0.660632889,0.137399037,0.201968075,0,koolkapel,,
15,0.132793407,0.162417795,0.285173575,0.419615223,copperbrilly,,
16,0.346056737,0.399023341,0.149268983,0.105650939,koolkapel,,
17,0.094478061,0.315310145,0.321707981,0.268503813,nationalyuity,,
18,0.077646162,0.38390286,0.315243571,0.223207407,anklefuvet,,
19,0.250746016,0.212792621,0.143174138,0.393287226,koolkapel,,
20,0.101091146,0.673494472,0.123213977,0.102200405,nationalyuity,,
21,0.133730068,0.537540576,0.192136843,0.136592513,nationalyuity,,
22,0.534622985,0.092550197,0.17039329,0.202433528,koolkapel,,
23,0.119537388,0.180450821,0.513129309,0.186882482,anklefuvet,,
24,0.091080632,0.50288943,0.267538966,0.138490971,nationalyuity,,
25,0.086972876,0.565877823,0.221017641,0.12613166,nationalyuity,,
26,0.555756062,0.237148064,0.116753945,0.090341929,koolkapel,,
27,0.080577858,0.422676723,0.163652296,0.333093123,nationalyuity,,
28,0.064485106,0.113639523,0.684714447,0.137160923,anklefuvet,,
29,0.460120321,0.19589601,0.098461504,0.245522165,koolkapel,,
30,0.199746752,0.445493768,0.068560161,0.28619932,nationalyuity,,
31,0.500316365,0.126606943,0.190085059,0.182991633,koolkapel,,
32,0.090722671,0.710752956,0.069200833,0.12932354,nationalyuity,,
33,0.560841381,0.256133416,0.079580386,0.103444817,nationalyuity,,
ketchup_vs_mustardP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,1,0,0,0,koolkapel,,
2,0.310302168,0.689697832,0,0,nationalyuity,,
3,0.563177397,0.15350085,0.283321752,0,anklefuvet,,
4,0.526590482,0.209034906,0.264374612,0,koolkapel,,
5,0.162603825,0.60098817,0.236408005,0,nationalyuity,,
6,0.102026091,0.197770797,0.700203111,0,anklefuvet,,
7,0.697579726,0.20222558,0.100194694,0,koolkapel,,
8,0.178339233,0.746680604,0.074980164,0,nationalyuity,,
9,0.394894863,0.519708333,0.085396804,0,nationalyuity,,
10,0.544422696,0.341184054,0.114393251,0,koolkapel,,
11,0.448341228,0.463988338,0.087670434,0,nationalyuity,,
12,0.282900908,0.388998822,0.32810027,0,anklefuvet,,
13,0.250559269,0.53543108,0.214009651,0,nationalyuity,,
14,0.677740108,0.12236501,0.199894883,0,koolkapel,,
15,0.138396276,0.12949679,0.312234265,0.419872668,copperbrilly,,
16,0.297564196,0.496214638,0.120533584,0.085687582,koolkapel,,
17,0.121334602,0.433099683,0.260768086,0.184797628,nationalyuity,,
18,0.097097718,0.179708464,0.408548049,0.314645769,anklefuvet,,
19,0.314708719,0.152732124,0.206496512,0.326062645,koolkapel,,
20,0.103753214,0.663825063,0.127063575,0.105358148,nationalyuity,,
21,0.130577596,0.559534349,0.176996775,0.13289128,nationalyuity,,
22,0.569052805,0.086979657,0.149957788,0.19400975,koolkapel,,
23,0.097809504,0.206370025,0.480591172,0.215229299,anklefuvet,,
24,0.082083835,0.497292778,0.271887989,0.148735398,nationalyuity,,
25,0.086563556,0.607157325,0.174600354,0.131678764,nationalyuity,,
26,0.638474684,0.153010785,0.11036597,0.098148561,koolkapel,,
27,0.059374992,0.373846547,0.227477419,0.339301042,nationalyuity,,
28,0.060719244,0.117960186,0.685996185,0.135324385,anklefuvet,,
29,0.403765194,0.238877602,0.084237155,0.27312005,koolkapel,,
30,0.214960386,0.478212294,0.070258328,0.236568993,nationalyuity,,
31,0.507871247,0.116354231,0.187059255,0.188715267,koolkapel,,
32,0.088793298,0.715704049,0.067922007,0.127580647,nationalyuity,,
33,0.52051903,0.282349466,0.108588689,0.088542815,nationalyuity,,
ketchup_vs_mustardP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,1,0,0,0,koolkapel,,
2,0.299927655,0.700072345,0,0,nationalyuity,,
3,0.383717273,0.224236242,0.392046485,0,anklefuvet,,
4,0.460433331,0.248822212,0.290744457,0,koolkapel,,
5,0.216113443,0.577800426,0.20608613,0,nationalyuity,,
6,0.120904012,0.22142764,0.657668348,0,anklefuvet,,
7,0.662919414,0.224191943,0.112888643,0,koolkapel,,
8,0.21543095,0.705681317,0.078887733,0,nationalyuity,,
9,0.406589396,0.500351351,0.093059253,0,nationalyuity,,
10,0.572238039,0.266542602,0.161219359,0,koolkapel,,
11,0.428824937,0.469244139,0.101930924,0,nationalyuity,,
12,0.326033053,0.31262038,0.361346567,0,anklefuvet,,
13,0.307438782,0.466917432,0.225643786,0,nationalyuity,,
14,0.673218039,0.143306108,0.183475853,0,koolkapel,,
15,0.172437104,0.152537211,0.26414085,0.410884835,copperbrilly,,
16,0.382000503,0.282648941,0.213554487,0.121796068,koolkapel,,
17,0.098170599,0.315361093,0.17418394,0.412284368,nationalyuity,,
18,0.127924537,0.196526891,0.463574587,0.211973985,anklefuvet,,
19,0.303171376,0.206424115,0.165421582,0.324982927,koolkapel,,
20,0.113506351,0.647179092,0.127530451,0.111784106,nationalyuity,,
21,0.143310667,0.55932348,0.128297211,0.169068642,nationalyuity,,
22,0.546174713,0.091234953,0.166004298,0.196586037,koolkapel,,
23,0.106742339,0.18878119,0.475161452,0.229315018,anklefuvet,,
24,0.080889265,0.473231221,0.302525629,0.143353884,nationalyuity,,
25,0.084831512,0.569748496,0.205162323,0.140257669,nationalyuity,,
26,0.624531293,0.172941829,0.105449677,0.0970772,koolkapel,,
27,0.053322163,0.357560074,0.374376799,0.214740964,nationalyuity,,
28,0.061257866,0.115699034,0.689433901,0.133609199,anklefuvet,,
29,0.382338531,0.218485046,0.078185987,0.320990437,koolkapel,,
30,0.201830146,0.511854504,0.072718191,0.213597158,nationalyuity,,
31,0.516194086,0.111994444,0.17929793,0.19251354,koolkapel,,
32,0.091621424,0.711672003,0.067976574,0.128729999,nationalyuity,,
33,0.335776079,0.402036357,0.117039197,0.145148367,nationalyuity,,
ketchup_vs_mustardP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,1,0,0,0,koolkapel,,
2,0.348061714,0.651938286,0,0,nationalyuity,,
3,0.347503312,0.210610578,0.44188611,0,anklefuvet,,
4,0.441573905,0.230009718,0.328416377,0,koolkapel,,
5,0.199487111,0.592167103,0.208345786,0,nationalyuity,,
6,0.111762061,0.196078977,0.692158961,0,anklefuvet,,
7,0.671843385,0.224802849,0.103353766,0,koolkapel,,
8,0.20608059,0.718230719,0.075688691,0,nationalyuity,,
9,0.56844069,0.37162021,0.0599391,0,nationalyuity,,
10,0.562297873,0.318992596,0.118709531,0,koolkapel,,
11,0.589381071,0.343499399,0.06711953,0,nationalyuity,,
12,0.34806091,0.279157726,0.372781364,0,anklefuvet,,
13,0.266461988,0.494076236,0.239461776,0,nationalyuity,,
14,0.688302572,0.129045118,0.182652309,0,koolkapel,,
15,0.119462725,0.15565155,0.331630805,0.393254919,copperbrilly,,
16,0.278918088,0.498914127,0.124142384,0.098025401,koolkapel,,
17,0.099293444,0.328546416,0.289250614,0.282909525,nationalyuity,,
18,0.085461311,0.419009093,0.321963277,0.173566319,anklefuvet,,
19,0.289905321,0.281697318,0.196637131,0.23176023,koolkapel,,
20,0.110352269,0.648833883,0.130315938,0.11049791,nationalyuity,,
21,0.148483626,0.523099608,0.180716,0.147700766,nationalyuity,,
22,0.519284023,0.09136375,0.166683373,0.222668853,koolkapel,,
23,0.110550452,0.191697673,0.421827776,0.275924099,anklefuvet,,
24,0.100716313,0.567862416,0.185970096,0.145451175,nationalyuity,,
25,0.090037357,0.563485444,0.208475223,0.138001975,nationalyuity,,
26,0.582683933,0.213455121,0.112665215,0.09119573,koolkapel,,
27,0.050818262,0.295495809,0.401017912,0.252668018,nationalyuity,,
28,0.062228825,0.12266759,0.665512467,0.149591117,anklefuvet,,
29,0.426144675,0.200259665,0.100752361,0.272843299,koolkapel,,
30,0.185833488,0.47359244,0.074768838,0.265805233,nationalyuity,,
31,0.482490563,0.118010772,0.195143218,0.204355448,koolkapel,,
32,0.094662553,0.698617681,0.072523704,0.134196062,nationalyuity,,
33,0.373128806,0.354322662,0.143987014,0.128561519,nationalyuity,,
ketchup_vs_mustardP,koolkapel,nationalyuity,anklefuvet,copperbrilly,user,,
0,1,0,0,0,koolkapel,,
1,1,0,0,0,koolkapel,,
2,0.323347029,0.676652971,0,0,nationalyuity,,
3,0.341989231,0.211145667,0.446865102,0,anklefuvet,,
4,0.49882334,0.222036177,0.279140483,0,koolkapel,,
5,0.177131026,0.629100843,0.193768131,0,nationalyuity,,
6,0.103190168,0.201094272,0.69571556,0,anklefuvet,,
7,0.697743526,0.200208885,0.102047588,0,koolkapel,,
8,0.234541754,0.691874565,0.073583681,0,nationalyuity,,
9,0.549797306,0.391891914,0.05831078,0,nationalyuity,,
10,0.611508085,0.252635212,0.135856703,0,koolkapel,,
11,0.44631629,0.464980202,0.088703508,0,nationalyuity,,
12,0.427404669,0.232421373,0.340173958,0,anklefuvet,,
13,0.275113922,0.508944552,0.215941526,0,nationalyuity,,
14,0.702738101,0.118766546,0.178495353,0,koolkapel,,
15,0.150643929,0.134829924,0.252892167,0.46163398,copperbrilly,,
16,0.189810244,0.674448151,0.084359148,0.051382457,koolkapel,,
17,0.104406387,0.32442829,0.387163259,0.184002063,nationalyuity,,
18,0.097789656,0.267902773,0.40965994,0.224647631,anklefuvet,,
19,0.280847021,0.354327604,0.209684749,0.155140626,koolkapel,,
20,0.109378216,0.644820329,0.128368112,0.117433343,nationalyuity,,
21,0.136237978,0.515175926,0.172541301,0.176044794,nationalyuity,,
